Date,Time,Username,Mac Address,Access Point
17/10/2021,23:29:49,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:30:20,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:30:20,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:30:20,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:30:20,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:30:50,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:30:50,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:30:50,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:30:50,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:31:21,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:31:21,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:31:21,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:31:21,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:31:52,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:31:52,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:31:52,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:31:52,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:32:22,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:32:22,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:32:22,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:32:22,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:32:53,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:32:53,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:32:53,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:32:53,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:33:24,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:33:24,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:33:24,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:33:24,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:33:55,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:33:55,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:33:55,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:33:55,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:34:26,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:34:26,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:34:26,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:34:26,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:34:56,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:34:56,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:34:56,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:34:56,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:35:27,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:35:27,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:35:27,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:35:27,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:35:58,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:35:58,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:35:58,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:35:58,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:36:29,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:36:29,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:36:29,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:36:29,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:36:59,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:36:59,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:36:59,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:36:59,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:37:30,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:37:30,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:37:30,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:37:30,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:38:1,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:38:1,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:38:1,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:38:1,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:38:31,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:38:31,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:38:31,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:38:31,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:39:2,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:39:2,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:39:2,N/A,7c:1c:68:cb:8e:fc,Domo_Teleco1
17/10/2021,23:39:2,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:39:2,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:39:33,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:39:33,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:39:33,N/A,7c:1c:68:cb:8e:fc,Domo_Teleco1
17/10/2021,23:39:33,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:39:33,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:40:3,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:40:3,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:40:3,N/A,7c:1c:68:cb:8e:fc,Domo_Teleco2
17/10/2021,23:40:3,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:40:3,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:40:34,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:40:34,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:40:34,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:40:34,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:41:5,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:41:5,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:41:5,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:41:5,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:41:36,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:41:36,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:41:36,N/A,7c:1c:68:cb:8e:fc,Domo_Teleco2
17/10/2021,23:41:36,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:41:36,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:42:7,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:42:7,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:42:7,N/A,7c:1c:68:cb:8e:fc,Domo_Teleco2
17/10/2021,23:42:7,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:42:7,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:42:37,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:42:37,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:42:37,N/A,7c:1c:68:cb:8e:fc,Domo_Teleco2
17/10/2021,23:42:37,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:42:37,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:43:8,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:43:8,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:43:8,N/A,7c:1c:68:cb:8e:fc,Domo_Teleco2
17/10/2021,23:43:8,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:43:8,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:43:39,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:43:39,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:43:39,N/A,7c:1c:68:cb:8e:fc,Domo_Teleco2
17/10/2021,23:43:39,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:43:39,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:44:10,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:44:10,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:44:10,N/A,7c:1c:68:cb:8e:fc,Domo_Teleco2
17/10/2021,23:44:10,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:44:10,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:44:41,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:44:41,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:44:41,N/A,7c:1c:68:cb:8e:fc,Domo_Teleco2
17/10/2021,23:44:41,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:44:41,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:45:11,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:45:11,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:45:11,N/A,7c:1c:68:cb:8e:fc,Domo_Teleco2
17/10/2021,23:45:11,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:45:11,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:45:42,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:45:42,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:45:42,N/A,7c:1c:68:cb:8e:fc,Domo_Teleco2
17/10/2021,23:45:42,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:45:42,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:46:13,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:46:13,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:46:13,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:46:13,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:46:44,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:46:44,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:46:44,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:46:44,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:47:15,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:47:15,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:47:15,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:47:15,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:47:45,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:47:45,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:47:45,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:47:45,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:48:16,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:48:16,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:48:16,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:48:16,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:48:47,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:48:47,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:48:47,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:48:47,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:49:18,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:49:18,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:49:18,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:49:18,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:49:49,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:49:49,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:49:49,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:49:49,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:50:19,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:50:19,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:50:19,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:50:19,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:50:50,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:50:50,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:50:50,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:50:50,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:51:21,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:51:21,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:51:21,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:51:21,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:51:51,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:51:51,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:51:51,N/A,7c:1c:68:cb:8e:fc,Domo_Teleco2
17/10/2021,23:51:51,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:51:51,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:52:22,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:52:22,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:52:22,N/A,7c:1c:68:cb:8e:fc,Domo_Teleco2
17/10/2021,23:52:22,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:52:22,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:52:53,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:52:53,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:52:53,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:52:53,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:53:23,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:53:23,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:53:23,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:53:23,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:53:54,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:53:54,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:53:54,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:53:54,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:54:25,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:54:25,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:54:25,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:54:25,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:54:56,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:54:56,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:54:56,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:54:56,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:55:26,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:55:26,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:55:26,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:55:26,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:55:57,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:55:57,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:55:57,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:55:57,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:56:28,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:56:28,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:56:28,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:56:28,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:56:59,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:56:59,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:56:59,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:56:59,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:57:30,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:57:30,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:57:30,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:57:30,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:58:0,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:58:0,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:58:0,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:58:0,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:58:31,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:58:31,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:58:31,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:58:31,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:59:2,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:59:2,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:59:2,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:59:2,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
17/10/2021,23:59:32,N/A,00:23:4e:60:df:5f,Domo_Teleco1
17/10/2021,23:59:32,N/A,3c:61:05:12:96:30,Domo_Teleco1
17/10/2021,23:59:32,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
17/10/2021,23:59:32,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,0:0:3,N/A,00:23:4e:60:df:5f,Domo_Teleco1
18/10/2021,0:0:3,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,0:0:3,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,0:0:3,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,0:0:34,N/A,00:23:4e:60:df:5f,Domo_Teleco1
18/10/2021,0:0:34,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,0:0:34,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,0:0:34,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,0:1:5,N/A,00:23:4e:60:df:5f,Domo_Teleco1
18/10/2021,0:1:5,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,0:1:5,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,0:1:5,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,0:1:35,N/A,00:23:4e:60:df:5f,Domo_Teleco1
18/10/2021,0:1:35,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,0:1:35,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
